survive,niat_s,cr_s,wcat_s,reat_s,ebitaat_s
1,.0683833,-.07334,.0378526,.0514639,.077615
1,.0655625,-.0924342,.0281785,.0412178,.0109727
1,.0705386,-.0680649,.0403141,.0515416,.0724053
1,.0698588,-.091415,.0365781,.0519552,.078102
1,.0684901,-.0388327,.0368085,.051554,.0753618
1,.0714983,-.0906553,.0372332,.0519143,.0819134
1,.0528008,-.0912605,.0348852,.0502557,.0531516
1,.0636622,-.0923389,.0372205,.0510493,.0690233
1,.0721109,-.0810701,.0376233,.0518527,.0859148
1,.0478029,-.019677,.0353805,.0500657,.0531322
1,.0694655,-.0920013,.0375227,.0516981,.0777009
1,.0710741,-.0713856,.0381525,.051678,.08122
1,.0720964,-.0441736,.0377936,.0517729,.0816301
1,-3.855552,-.0929039,-.0858933,-.3100236,-1.950987
1,.0711292,1.925809,.0388118,.0519562,.0821363
1,.0456413,-.0917996,.0369537,.0298192,.056476
1,.0721206,-.0915373,.037984,.0513339,.0704
1,.0631176,-.0745244,.0386596,.0509361,.0658781
1,.0710078,-.0904609,.037036,.0518503,.0804529
1,.0672689,-.0570637,.0379579,.0512051,.0746882
1,.0688061,-.0921116,.0378562,.0514842,.0759385
1,.0675032,-.0926424,.0357469,.0518021,.0716553
1,.040363,-.0747291,.0410776,.0467653,.0363426
1,.0693883,-.0918691,.0366421,.0513117,.0777578
1,.0444732,-.0366376,.0408312,.0451484,.0354283
1,.0684513,-.0822393,.0379752,.0518751,.0750003
1,.0724749,-.0905443,.0366194,.0519173,.0832299
1,.0131344,-.085939,.0379629,.0510719,.074606
1,.0402673,-.0139463,.0369224,.0326213,.0410833
1,.0689087,-.0914559,.0367,.0514705,.0764922
1,.0115666,-.0928523,.0268897,.0470304,-.0037132
1,.0697099,-.0883014,.0378461,.051766,.0770645
1,.0666384,.3418589,.0367041,.0512973,.0774842
1,.0719161,.0171714,.0380047,.0521915,.0829679
1,.0682322,-.0438721,.0396223,.052258,.0737516
1,.0732943,-.0824708,.0375261,.0522371,.091627
1,.0650656,-.0919903,.0362799,.0516536,.0710529
1,.0424502,-.0895333,.0379344,.0140825,.0029048
1,.0674791,-.0868492,.0366545,.0513669,.0752235
1,.0640867,-.0894644,.0369462,.0514201,.0757188
1,.0716995,.3385747,.038574,.0508914,.0772543
1,.0690361,-.0743016,.0369651,.0511713,.0772025
1,.0492877,-.0543837,.0396345,.0472914,.0452299
1,.0716783,3.176566,.0369743,.0520489,.083861
1,.0710971,-.0318933,.0389171,.0514812,.0815211
1,.0687999,-.0916371,.0399014,.0522521,.0746759
1,.0435029,-.0924051,.0370671,.0499411,.0397753
1,.0732394,-.0909701,.0379036,.0515778,.088164
1,.0449506,-.0888382,.0392951,.0489807,.0646913
1,.0719072,-.0871552,.0414213,.0517234,.0820031
1,.0692935,-.0874647,.0385177,.0519938,.0767502
1,.1737934,-.0924425,.0326559,-.0367311,-.0970817
1,.0737674,-.0863211,.0374133,.0517056,.0825733
1,.0546883,11.21218,.040109,.0516596,.0618162
1,.0700005,-.0923747,.0363152,.0515546,.0772857
1,.0400424,-.0927316,.0334831,.0504254,.0490042
1,.0819644,-.0925916,.0320015,.0475239,.0563723
1,.0725517,-.0911993,.0385965,.0507635,.0810783
1,.0674808,-.0761505,.0392287,.0523549,.076774
1,.0676145,-.0086116,.0378862,.052009,.0747446
1,.0649376,-.0683138,.0403178,.0521514,.0650774
1,-.1312959,.1586769,.041049,.0272659,.059648
1,.0405831,-.0882472,.0384286,.0460406,.0401662
1,.0678655,.147664,.0371838,.0460286,.0664032
1,.0719623,-.0899208,.0365066,.0512331,.0790788
1,.0652855,-.0916618,.0378501,.0507319,.0698868
1,.0740682,-.089952,.0415756,.0517543,.0852247
1,.0082711,-.0906985,.0372547,.0287885,.081772
1,.0732182,-.0914261,.0355485,.0507246,.0814525
1,.0609941,-.0697744,.0373461,.0503048,.0623774
1,.0698462,-.0901516,.0369593,.0514522,.0767003
1,-.2821351,-.0929187,.0090737,-.090182,-.0853053
1,.0560975,-.0927715,.0336004,.0513582,.0765599
1,.0850845,-.0921319,.0374554,.0512163,.1094253
1,.0611398,-.0798756,.0366433,.0499036,.0625713
1,.0711718,-.092094,.0367674,.0521921,.0799686
1,.0664504,-.0925089,.036062,.050903,.0719315
1,.0639208,-.0915623,.0382343,.0454163,.0655957
1,.0630594,-.092935,.0293668,.0505926,.0689574
1,.0639776,-.0919806,.0387331,.0518144,.078235
1,.0688176,-.0256193,.0402993,.0516616,.0779152
1,.0586043,-.090829,.0388987,.043924,.0672588
1,.0679102,-.0922465,.0366843,.0517093,.0801542
1,-.0411873,-.0841366,.0276849,-.088934,-.0951116
1,.0732271,-.0853721,.0379457,.05091,.0848984
1,.0359169,-.0035437,.0410737,.0373672,.0267795
1,.0590486,-.0876312,.0381581,.0512671,.0819616
1,-.0669514,-.0804078,.0379212,.0253211,-.1279383
1,.0705475,-.0775234,.0396635,.0519235,.077835
1,-.2535383,-.0929103,-.0141145,-.023503,-.2355004
1,.0717112,-.0826273,.0375669,.0487587,.0908697
1,.0204738,1.29198,.0423183,.0469648,.036809
1,.0709814,-.0854616,.0366349,.0516132,.0764661
1,.0734508,-.0089138,.0401116,.0522394,.0854981
1,.0665067,-.0884139,.0391758,.0495626,.0754873
1,.070192,-.0774258,.0381677,.051771,.0784522
1,.0713885,-.0905794,.0382314,.0522419,.0812274
1,.071416,-.0862378,.0378235,.0518573,.0817296
1,.0688957,-.0925045,.0357937,.051775,.0757222
1,.0707063,-.0820023,.0379645,.051133,.0769472
1,.0585228,-.0869629,.0376771,.0515073,.0760129
1,.0697741,-.082942,.0381346,.0516544,.0779961
1,.0687296,-.0783758,.0395117,.0494617,.0737126
1,.0669084,-.041464,.0388688,.0520516,.0723849
1,.0747202,-.0889779,.0371747,.0518419,.0891435
1,.0699785,-.0920065,.0385923,.0506745,.0765901
1,.0710656,-.0824102,.0373128,.0519029,.0831064
1,.065648,-.0708003,.0374635,.0510513,.0762127
1,.0703316,-.0910981,.0381947,.0516871,.0748792
1,.072462,-.0921708,.0365853,.0517379,.0831815
1,.0556946,-.0909097,.0376288,.0510685,.0681082
1,.0617645,-.0827578,.0392904,.0390775,.0706532
1,.0703758,-.0755793,.0388291,.0515859,.0819491
1,.0676391,-.0915144,.0386907,.0511002,.0705295
1,.0703828,-.0921626,.0372935,.0510997,.0833473
1,.0739613,-.0905968,.0379058,.0512753,.0852325
1,.0668428,-.0839807,.0376081,.0510108,.0776726
1,.0664693,-.0874456,.0368344,.0513614,.078555
1,.0724271,-.0922174,.036081,.0516659,.0860299
1,.0679404,.9092903,.0385392,.0518686,.0717783
1,.0698687,-.088302,.037287,.051621,.0792995
1,.0641097,-.0920573,.0358211,.0514839,.0800052
1,.0733353,-.0834271,.0370332,.0514302,.0801975
1,.0709103,-.0925661,.0352515,.0516722,.0783447
1,.0733182,.0824116,.0399504,.0523367,.0848313
1,.0719742,-.0422428,.0404933,.0522603,.0826482
1,.0696758,-.0858303,.0364652,.0522678,.0778105
1,.0747011,.0189268,.0405079,.0519471,.0846462
1,.0677317,.0152271,.039049,.0458967,.0575827
1,.0687457,-.0857271,.0371321,.0517526,.0749086
1,.0726951,-.0893337,.0379107,.0514353,.0819877
1,.0700335,-.0779682,.0365674,.0516422,.0798769
1,.0731745,-.0921438,.0379099,.0517739,.0871553
1,.0642492,-.035015,.0360101,.0506302,.0643388
1,.0645759,-.0918597,.0360734,.0510706,.0751381
1,-.0455502,-.0918414,.0365493,.036032,-.0849475
1,.0673534,-.088282,.0386502,.0508854,.0716253
1,.0719941,-.0915413,.0364389,.0519784,.0832283
1,.0678301,-.0822513,.0380616,.0513412,.0743073
1,.0716141,-.058598,.0398372,.0516566,.0806615
1,.0731353,-.0908421,.0389393,.0518181,.0834722
1,.0382257,-.0920242,.0198029,.0241766,.041332
1,.0665063,-.0786319,.0369042,.0519132,.0794664
1,.0677915,-.0876344,.0381092,.0515293,.0779364
1,.0685337,-.0916378,.036273,.0516035,.0758222
1,.0707382,-.058711,.0367496,.0517881,.0796225
1,.070764,-.0917957,.0366183,.0515142,.0840623
1,.0652566,-.0792067,.0406641,.0504677,.0685607
1,.0519414,-.0607473,.0365036,.0336837,.0350414
1,.0535076,-.0924883,.0338909,.0468508,.0548439
1,.0660605,.1047802,.0374061,.0518192,.0747583
1,.0684546,-.0714921,.0370912,.0515085,.0749493
1,.070605,-.092729,.0353352,.0512854,.0761228
1,.0721493,-.0856169,.0378471,.0517512,.0739757
1,.0698852,.0900197,.0385298,.052059,.0776284
1,.0640524,-.0283052,.037449,.0460158,.0699502
1,.0567294,-.0169012,.0390531,.0498078,.0612677
1,.0745014,-.0917015,.035654,.0516562,.092063
1,.0698983,-.0554637,.0380673,.0522106,.079536
1,.0673344,.0073012,.0378599,.0522647,.070425
1,.0448868,.116445,.0396339,.0049942,.0690626
1,-.1962141,-.0927842,-.0112553,-.0533738,-.2689889
1,.0702331,.0112894,.0389217,.0511185,.081904
1,.063978,-.0928036,.0320003,.0488165,.0612738
1,.0693355,-.0903608,.0387815,.0518179,.0779839
1,.0696123,-.0000597,.0375644,.0519172,.0804184
1,.0745537,-.0898608,.0364581,.0508,.0814796
1,.0730272,-.0729615,.0395524,.0519154,.0834938
1,.0692254,-.0894332,.0386444,.0515276,.0734589
1,.0771624,-.0789262,.0394784,.0519091,.0954887
1,.0702543,-.092191,.0364322,.0515345,.0794472
1,-.7187305,-.0929169,-.0694588,-.3309926,-.7270744
1,.0715979,-.0918965,.0371918,.0513368,.0837415
1,.0674894,2.455725,.0376965,.0516841,.0781197
1,.0689195,-.0895827,.037159,.0517102,.0766714
1,.0526574,.8074647,.039287,.0370227,.0759304
1,.072429,-.0899699,.0377353,.0506437,.0849816
1,.0695577,-.0733194,.0393828,.0517994,.0759906
1,.0674509,2.236514,.0389617,.0520586,.0724043
1,.0645571,-.0899203,.0396182,.0484215,.0802486
1,.0667442,-.0147283,.038503,.0512788,.0665255
1,.0696906,-.0917325,.037428,.0518122,.0781295
1,.072758,.5907011,.0386928,.0521687,.0844103
1,.0583983,-.0743209,.0402939,.0145883,.0614668
1,.0714181,-.0838105,.0380701,.0519571,.0789885
1,.0479867,-.0923878,.0361014,.0509705,.0510373
1,.0547004,-.0918739,.0363346,.0483526,.0580249
1,.0696349,-.0914963,.0361906,.0515669,.0763026
1,.071007,-.0848155,.0377415,.0516781,.0803862
1,.0267122,-.0928973,.0326497,.0390345,.0425552
1,.0719964,-.0891847,.0369133,.0516693,.0843458
1,.0706495,-.0797745,.0383459,.0517259,.0822427
1,.0618662,-.0896762,.0372509,.0515933,.0665582
1,.0693376,-.0836356,.0375701,.051767,.076459
1,.0711746,-.0876913,.0365668,.0515425,.0817797
1,.0718675,-.0855872,.0396481,.0520203,.0808613
1,.0723738,-.0836402,.0367315,.0513574,.0835562
1,.0675679,-.0876782,.0365422,.0515795,.0701378
1,.0707554,-.08923,.0371762,.0517836,.0823201
1,.0577539,.3640286,.0422836,.0503158,.0573718
1,.0749507,-.0914045,.0369931,.0517941,.0838067
1,.0720865,-.0804454,.0388053,.0524117,.0816635
1,.0646151,-.0860679,.0377936,.0518338,.0809344
1,.0685699,-.0833122,.0374626,.0507574,.0768147
1,.0696145,-.0870559,.0372132,.0515166,.0770993
1,.0644875,-.0924296,.0367342,.0427121,.0540682
1,.0685984,-.0921294,.0377827,.0517804,.075769
1,.0691347,-.0857578,.0373801,.0509816,.068271
1,.0687042,-.0916298,.0365764,.0483762,.0737123
1,.0659329,-.0894383,.0371506,.0515576,.0789607
1,.0283279,-.0927729,.0332927,.042732,.0204186
1,.0721953,-.0811231,.0363012,.0513141,.0816578
1,.0721795,-.0915969,.0395038,.0518568,.0829482
1,.0752465,-.0667781,.0380741,.0516728,.0887004
1,.0710121,-.0339181,.0378305,.0519532,.0781688
1,.0733064,-.0613372,.037472,.0509477,.076496
1,.071256,-.086026,.0376498,.0521003,.0825224
1,.0705628,-.0883634,.0369007,.0517589,.0803924
1,.0731142,-.092064,.0363852,.0515658,.0857838
1,.0774974,-.0921987,.0371156,.051608,.0815237
1,.0700786,.1242124,.0400956,.0513356,.0780722
1,.0737614,-.0913579,.0363629,.0518279,.0876487
1,-.0434372,-.0907455,.0365721,.0482089,-.0926823
1,.0729513,-.083554,.0376093,.0518153,.0855186
1,.0663436,-.0730469,.0353037,.0498703,.0763647
1,.0699813,-.0875438,.0398427,.0517999,.0773556
1,.0700554,-.087808,.0379431,.0519992,.077947
1,.0676933,-.0057771,.0382215,.0489053,.0782159
1,.0712374,.0081002,.038501,.0520329,.0808207
1,.0696237,-.0927642,.0352278,.0515829,.0770946
1,.0669519,-.0906799,.0375482,.0513744,.0738103
1,.0697287,-.0924047,.0357049,.0517948,.0776375
1,.0699345,-.0614727,.0374542,.0517266,.0808522
1,.0731565,-.0917841,.0377001,.0508612,.0802334
1,.0684432,-.0923923,.0364476,.0517586,.0751334
1,.0656318,-.0924942,.0361268,.0515338,.0730352
1,.0641822,-.0918151,.0388126,.050359,.0706107
1,.069395,-.0398599,.0363312,.0516053,.0794159
1,.0706343,-.0240531,.0373854,.0514526,.0778994
1,.0440937,-.0915549,.0348416,.047502,.037397
1,.0795387,.1410986,.0366931,.0520838,.0905915
1,.0668893,-.0917169,.0359342,.0516354,.076808
1,.0089865,-.0924945,.0339721,.0276567,-.0148998
1,.0377759,-.0922937,.0339633,-.0036597,.038722
1,.0685778,-.0564865,.0370936,.0518826,.0743422
1,.0647226,-.0813626,.0384235,.0517907,.0700417
1,-4.976881,-.0922338,-.9318299,-1.034111,-6.972285
1,.0677499,-.0809871,.0400287,.0521359,.0743613
1,.0690731,-.0892442,.0374717,.0504614,.0742427
1,.0706257,-.0911488,.0365421,.0517674,.0828186
1,.0686954,.0268124,.0377772,.0516052,.0743724
1,.0470775,-.0929166,-.0236111,.0246981,.0917682
1,.0718471,-.0896988,.0360438,.0483519,.0867658
1,.0600708,-.0852558,.0371499,.0502903,.0650254
1,.0519953,-.0927041,.0315384,.0391554,.0651404
1,.0703859,-.0928517,.0280746,.0445875,.0809486
1,.0706386,-.0865701,.0374173,.051666,.0779373
1,.069443,-.0886862,.0376718,.0515355,.0771247
1,.0370883,-.0927704,.0344808,.0482899,.0276098
1,.0700036,.0452527,.0373215,.0516357,.0791294
1,.074858,-.068977,.0388577,.0521748,.089552
1,.0693125,-.0915622,.0364215,.0514849,.0766999
1,.0684397,-.0867532,.0381156,.0519171,.0748349
1,.0691726,-.0923329,.0361595,.0514073,.0766439
1,.0701777,2.900653,.0366616,.0517081,.0784895
1,.0699524,-.0921247,.0363145,.0516344,.0785345
1,.0740285,.009994,.0367713,.0510066,.0861914
1,.060274,-.0759301,.0374256,.0513925,.060094
1,.0704965,-.0865988,.0371632,.051501,.079599
1,.0727632,-.0907459,.0395405,.0520375,.0827271
1,.0719972,-.0919774,.035691,.0520189,.0823645
1,.0705882,-.0905379,.0365633,.0515805,.0781479
1,.0729084,-.0888827,.0390256,.0520696,.082858
1,.0646269,-.091278,.0365243,.0508883,.0797092
1,.0379294,-.0910268,.0364747,.046568,.0561744
1,.0585849,-.0914497,.0360846,.0435512,.0657646
1,.0695285,-.0767762,.0374474,.0516465,.0770767
1,.0719757,-.0508377,.0365799,.0510921,.088623
1,.0736511,-.0906684,.0368016,.0513975,.0811705
1,.0710624,-.078302,.0384806,.0517627,.0806598
1,.0702837,-.0844957,.0369047,.0513755,.079551
1,.0717909,-.0861761,.0380521,.0519937,.0819784
1,.0676193,-.0804754,.0378199,.052139,.0726059
1,.0691046,-.0919254,.0364404,.0516569,.0752948
1,-.0083616,-.0866752,.0370905,.0438959,-.0309416
1,.0682708,-.0833835,.0363261,.0514703,.0792422
1,-.0252753,-.0928413,-.0342507,-.3834141,-.1491219
1,.0751878,-.0799561,.0391473,.0516758,.0860879
1,.0050011,-.0923764,.0354825,.0325612,-.0218422
1,-.2616518,-.0879511,-.155727,-.0404893,.0289674
1,.06913,.0308355,.0382951,.0506932,.081261
1,.0705228,-.0866754,.0386998,.0517489,.0797767
1,.063611,-.0924478,.0366615,.0512838,.0708451
1,.0702137,-.0627908,.0375706,.0516021,.0787777
1,.0709561,-.0914116,.0379158,.0516804,.0818276
1,.0687754,-.0874032,.0363076,.0511312,.0751171
1,.0666485,-.0298736,.0394947,.0519173,.0707378
1,.0732245,.3087876,.0362128,.0518606,.0858394
1,.067568,-.0824997,.0371417,.0510911,.0785836
1,.0972381,-.0904373,.0393448,.0486656,.0531475
1,.0708197,-.0761219,.0394808,.0518739,.0707822
1,.0784845,.0395191,.0378298,.0517898,.0950652
1,.0701235,-.091948,.0367364,.0515891,.0803279
1,.069666,-.0896527,.0385105,.0515435,.082191
1,.0724774,-.0912073,.0362838,.0512375,.0821299
1,.0710345,-.0855452,.0375415,.0518139,.0825462
1,.0528222,-.0881965,.040324,.0470907,.053848
1,.0721804,-.0640421,.0383983,.051928,.0823841
1,.0705355,-.0875018,.0373912,.0518811,.0829839
1,.0737745,-.0922629,.0357033,.0518995,.0900939
1,.0549529,1.740889,.0409316,.0516149,.0675442
1,.0704097,-.0652629,.0383103,.0521417,.0816098
1,.0761992,-.0900827,.0391616,.0528054,.0887433
1,.0701807,-.091456,.0364639,.0519388,.0805386
1,.0676443,-.0835066,.0385247,.0518717,.0723353
1,.0480983,.0857398,.0392852,.0478311,.0432123
1,.0683318,-.0556888,.0371491,.0513907,.0754248
1,.0738498,-.0855655,.0397427,.0517434,.0881135
1,-.2786584,-.0928739,-.0051345,-.1401945,-.2584713
1,.068626,-.0743516,.039423,.0515649,.0744114
1,.0734077,-.0915174,.0389007,.0520312,.086248
1,.0721386,-.0717676,.0373856,.0486959,.0788097
1,.0754641,-.0358267,.037728,.0521141,.0910257
1,.0693767,-.0894318,.0389018,.0512332,.0673884
1,-.0033722,-.0907281,.0401517,-.0314916,-.0356252
1,.0702089,-.0524378,.0369443,.0516008,.0790559
1,.0183269,-.0924247,.0352408,.048266,.0548935
1,-.6931899,-.0928844,-.0111303,-.0299875,-.4943835
1,.0756962,.5370873,.0396731,.0435345,.0847194
1,.0603828,-.0925033,.0337715,.0433754,.0619328
1,.0692734,-.0569651,.035555,.0516024,.0756467
1,.0689974,-.0741987,.0386285,.0518939,.0757652
1,.0529864,-.0923012,.0360114,.0481607,.0564043
1,.0623523,-.0925045,.0342638,.0511259,.0646904
1,.0708878,-.0863994,.0374311,.049218,.0783417
1,-.2453579,-.0928876,-.1528709,-.0781687,-.2165714
1,.072647,-.0905379,.0395598,.0504891,.0800859
1,.0693957,-.0866214,.0384712,.051542,.0779447
1,.0444457,-.0856871,.0378459,.0436823,.0362662
1,.0386599,-.086246,.0378596,.0123162,.0391688
1,.0678279,-.0559247,.0383641,.0514837,.0767693
1,.085565,.191312,.0388853,.050888,.0816081
1,.0712857,-.083614,.0372237,.0485638,.0908089
1,-.0125374,-.0902257,.013547,.0243867,-.0494052
1,.0698066,-.0920946,.0365248,.0508681,.0751446
1,-.2025246,-.0928528,.0095991,-.2839144,-.3304687
1,.0502734,.0569437,.0415981,.0412221,.0465606
1,.0717769,-.0880393,.0384798,.0518795,.0804205
1,.069958,-.0833472,.036816,.0516073,.0794667
1,.0558541,-.0780058,.0371732,.0509604,.074462
1,.0634574,-.089861,.0374246,.0505955,.0695651
1,.0684285,.1050678,.0405917,.0514062,.0733808
1,.0667513,-.0482273,.0391021,.0521005,.0692032
1,.0692917,-.0896927,.0382311,.0515529,.0761861
1,.0685622,-.0916011,.0375934,.0402846,.0854241
1,.0702865,-.0785692,.0386194,.0517203,.0797
1,.0718338,-.0853735,.035944,.0496895,.0792622
1,.0715982,-.0921551,.0358043,.0510858,.0791723
1,.0738378,-.0880195,.0362598,.0511396,.0762563
1,.0714136,-.0905941,.0398926,.0519537,.0813562
1,.0408332,-.0849459,.0401526,.0515908,.0778299
1,.0716225,-.0917777,.0367299,.051778,.0827415
1,.0729273,.0248559,.0373101,.0518297,.0851694
1,.0536534,-.0924101,.0364199,.048764,.0585219
1,.0695222,-.0920473,.0383508,.0513142,.0692549
1,.0692201,-.0877299,.0363447,.0515282,.0778128
1,-.4512159,-.092938,-.0835008,-.0802024,-.5379081
1,.0687643,-.092334,.0375198,.0517646,.0748517
1,.0629719,-.0689522,.0395531,.0495804,.0651004
1,.0316027,-.0774239,.0341071,.0219423,.0336891
1,.0313638,-.0925697,.0354979,.0102755,.0288464
1,.0688843,-.0867031,.0371234,.0515214,.0754804
1,.0696935,.0473468,.0379094,.0515155,.0803149
1,.0712479,-.0867525,.0372961,.0517697,.0806811
1,.0663317,.0629397,.0404856,.0482401,.0706402
1,.0601856,-.0920864,.0390402,.0501715,.0636524
1,.073447,-.0918187,.0337687,.0496376,.0687627
1,.0701412,-.0849221,.0381197,.0516669,.0772487
1,.0255317,-.0925847,.0293069,-.0195601,.037447
1,.026151,-.0921578,.0350817,.0433557,.0286442
1,.0643974,-.0915371,.0357065,.0494285,.0704719
1,.0691703,-.0908253,.0370666,.0514553,.0771164
1,.0735894,.0002415,.0391138,.0521004,.0859287
1,.0678209,-.091966,.0366046,.0512827,.0754827
1,-.497007,-.0929226,-.1003801,-.1159105,-.4077628
1,.0757076,.060109,.0398524,.0521467,.0858283
1,.0690082,-.0736706,.0365573,.0513238,.0772538
1,.0683705,-.0867093,.0355813,.0516164,.078227
1,.072152,-.0917393,.0365067,.051882,.0842938
1,.0349015,.0180919,.0412157,.0444527,.0225122
1,.055452,.1832532,.0387401,.0510484,.0543619
1,.0732102,-.0915024,.0379561,.051692,.0852369
1,.0716424,-.0541785,.040037,.0519899,.082712
1,.0688975,-.0900968,.0369712,.0509373,.0781147
1,.0673895,-.0913635,.0364948,.0508528,.0781694
1,.0666089,-.091344,.0362074,.0511321,.0747145
1,.0747799,-.0928001,.0272528,.0427381,.0737101
1,.0738416,.5426536,.0400046,.0524652,.0871277
1,.0110681,-.0916256,.036988,.0299112,-.0120822
1,.0694067,-.0924771,.0366281,.0515295,.0777066
1,.0701227,-.0821588,.0384732,.0518387,.0780856
1,.0702903,-.0901985,.0383376,.0518345,.080387
1,.071594,.3474723,.0381169,.0517784,.0821465
1,.0700271,-.0880719,.0373084,.0515416,.0780298
1,.0695988,-.0912454,.036543,.0515069,.0790607
1,.0893479,-.0817626,.0401185,.0478546,.0830717
1,.0710339,-.092012,.0374985,.0518704,.0811266
1,.0722831,-.0681921,.0364291,.0517228,.0846616
1,.1073865,-.081891,.0362254,.0514902,.0777612
1,.0719544,-.0924149,.0362235,.051744,.0861186
1,-.1156839,-.0913909,.0345223,.0116979,-.140554
1,.0739513,-.0898741,.037796,.0523414,.0886912
1,.0684179,-.0901581,.0375534,.0518537,.0754773
1,-.2567532,-.0929342,-.0522243,.0181678,.0289842
1,.0709413,-.0902777,.0369313,.0514039,.0799087
1,-.4595306,-.0928592,-.3401268,-.9928208,-.6200663
1,.0715465,-.0324167,.0377999,.0515896,.0799133
1,.0681144,-.0895123,.0375089,.0518773,.0720316
1,.0696589,-.0885433,.0404482,.0514993,.0752714
1,-.0416165,-.0925357,.0282785,.0274842,.0238366
1,.0723636,-.0897767,.0369131,.051891,.084893
1,.0689555,-.0924007,.0371533,.0514875,.0770657
1,.0613691,-.0887684,.0385513,.0516022,.0783527
1,.0733778,-.0893167,.0387667,.0521246,.0852434
1,.0668064,-.0922231,.0358675,.0509497,.0724974
1,.0366582,1.061921,.0402088,.038005,.0274006
1,.0308581,-.0810104,.0420307,.039962,.0150064
1,.0685973,-.0928267,.0337532,.0511736,.0706787
1,.0696721,.1160119,.0363478,.0516829,.077833
1,.0711208,-.0922656,.0364383,.0516511,.0782871
1,.0717653,-.0816752,.0379112,.0517612,.0833486
1,.0735031,-.0888826,.0392586,.051945,.0863391
1,.0002703,.0358613,.0354609,.0101382,-.0143811
1,.0061351,-.0926049,.0343366,.0280837,-.0146719
1,.054085,.085073,.0419666,.0493251,.0513543
1,.0700407,-.0909752,.0393077,.0515284,.0782346
1,.0694667,-.0554136,.0372203,.0513227,.0779218
1,.0718658,-.083893,.0373905,.0518261,.0806743
1,.066841,-.0928021,.0355393,.0510396,.0777235
1,.065873,-.0929398,.0077313,.0153322,.0199245
1,-.6500348,-.0907884,.0132965,-.11553,-.9607581
1,.0498901,-.0876915,.038441,.0395725,.0482668
1,.0694371,-.0914028,.0368145,.0512683,.0756761
1,.0349515,-.0902024,.0377886,.048031,.0451857
1,.0676717,-.069818,.0381119,.0512061,.07324
1,.1035134,-.0801208,.0373822,.0421637,.0455651
1,.0722179,-.0176724,.036696,.0518592,.0819678
1,.0576384,-.0557047,.0384564,.050879,.0595105
1,-2.390869,-.0929387,-3.561077,-9.551079,-3.937428
1,.0685782,-.090743,.0370561,.0517931,.0766551
1,.078703,-.0670444,.0418833,.0505308,.0888241
1,.0609462,-.0918307,.0398514,.0503196,.0625721
1,.071461,-.0706226,.0376087,.0514778,.0798502
1,.0607855,-.0606355,.0370113,.051258,.0618425
1,.073388,-.0860353,.0399468,.0520402,.0807511
1,.0703267,-.0892343,.0377697,.0517949,.077572
1,.0716765,-.086634,.0390472,.0506951,.0815553
1,.0494239,.1210964,.0384165,.0462705,.0557228
1,.07191,-.0900992,.0369741,.0517268,.0812625
1,.0696473,-.0921515,.0360668,.0515598,.0768826
1,.0539426,-.0832445,.0391963,.0502384,.0535422
1,.0671616,-.0841386,.0376901,.0516079,.0717748
1,.0799233,-.091682,.0398321,.0522414,.0927197
1,.071195,.020775,.0383419,.0514945,.0807635
1,.0703671,-.0783188,.0367771,.0516174,.0740442
1,.0700807,-.090943,.0379318,.0484338,.0782658
1,.0717745,-.0771738,.0387139,.0519901,.0860303
1,-.2896723,-.0929253,-.0685906,-.0570565,-.0915119
1,.0700878,-.0843218,.0364396,.0514802,.0811662
1,.0759322,.0883608,.0396279,.0419704,.0856014
1,.0524142,-.0894878,.0408249,.0450405,.0497997
1,-12.1686,-.0929399,-21.21828,-27.27334,-9.956527
1,.0695621,-.0922712,.0364467,.0515163,.0777937
1,.0700425,-.0892919,.0362713,.0516456,.0778818
1,.0698219,-.0916031,.0362827,.051642,.0776236
1,.0701445,-.0846156,.0367674,.0516024,.0788421
1,.0684376,-.080038,.0360913,.0516619,.0775535
1,.0377822,-.0831977,.0396057,.0474036,.0273015
1,.0597413,-.0909475,.0394294,.0509755,.0682759
1,.0688114,.0456776,.0365739,.0511049,.0760396
1,.0566165,-.0909811,.0371341,.0497,.05092
1,.0685325,-.090392,.0369146,.051762,.0739852
1,.039936,-.0872528,.0380812,.0362223,.037389
1,.0634569,-.0928181,.0356236,.0513426,.069033
1,.0677266,-.0923907,.0364861,.0501634,.0649332
1,.0696961,.1011454,.0332879,.0410716,.0754924
1,.0724405,-.0843299,.0370171,.0513226,.082116
1,.0266556,-.0926946,.0347877,.0454889,.0102867
1,.0658998,-.0919593,.0393074,.0514932,.0725638
1,.0716925,.1031214,.0373139,.0516734,.0798715
1,.0713192,-.0869885,.0377891,.049997,.0796456
1,.0465067,-.0885827,.0364995,.0505737,.0744862
1,.0753065,-.086364,.0360098,.0515906,.0890137
1,.0685058,-.0676848,.0365102,.0509352,.075245
1,.0664482,.6300794,.0406447,.0517243,.0705728
1,.0674436,-.0841656,.0374584,.0512438,.0736786
1,.0595242,-.0896813,.0379105,.0473321,.0623143
1,.0605141,-.0924445,.0359779,.0507759,.0586954
1,.0690992,-.0881791,.0379684,.0499933,.07555
1,.0660038,-.092382,.035006,.0513089,.0764751
1,.0738183,-.0883491,.0360174,.0520725,.0870947
1,.0734463,-.0803492,.0366659,.0520338,.0842478
1,.0695589,-.084672,.0390774,.0515892,.0777797
1,.0738417,-.0874818,.0371606,.051961,.0863726
1,.0698568,-.0573564,.0368901,.0510113,.0813939
