survive,niat_s,cr_s,wcat_s,reat_s,ebitaat_s
1,.0733347,-.0047524,.0393293,.0523278,.0847154
1,.0701562,-.0924224,.0369076,.0519335,.0788617
1,.0716086,-.0894288,.0396675,.0515475,.0804654
1,.0690223,-.0907743,.0377896,.0517955,.0757848
1,.066888,-.0918477,.0359777,.0516638,.0699244
1,.0656272,-.0648213,.0383711,.0504847,.0746642
1,.0724413,.6313683,.036233,.0515642,.0852022
1,.0752346,-.0916499,.0350987,.0517542,.0899637
1,.0716989,-.0852728,.0376907,.0519072,.0805098
1,.0710643,-.0919605,.0373669,.0520204,.083155
1,.0689406,-.0917248,.0364596,.0515872,.0770392
1,.073661,-.0507123,.0393936,.0517531,.0908643
1,.0692761,-.0916329,.0363972,.0517533,.0770112
1,.068136,-.09148,.0371985,.0514114,.0751672
1,.0727507,-.0890432,.0377082,.052123,.0824784
1,.0700851,-.0873288,.0385274,.051838,.0820914
1,.0616555,-.0920998,.0354219,.0468706,.0604292
1,.0656632,-.0099902,.0379266,.0524141,.0610528
1,.0690429,-.0925378,.0360802,.0514896,.0747599
1,.0647992,-.089819,.0367553,.0516223,.0694769
1,.0702906,-.0874642,.039031,.0522148,.0745549
1,.0271789,-.0927778,.0327711,.0493432,.0680314
1,.0705409,-.0737479,.0372188,.0517651,.0804313
1,.0637165,-.0897257,.0379539,.051401,.0726621
1,.0691203,-.0911626,.0364363,.0514037,.0763588
1,.0685764,-.0889795,.0363197,.0514271,.0769056
1,.0716232,-.0759754,.0407228,.0518858,.0802597
1,.0735325,-.0858649,.0381667,.0520117,.0856104
1,.0710171,-.0892337,.0371186,.052126,.0848982
1,.073076,-.0766692,.0370111,.0525687,.0856591
1,.0694852,-.0864418,.03642,.0514337,.0774231
1,.074048,.0584185,.0400516,.0520445,.0871484
1,-.5208949,-.0929334,-.2127915,-.0859171,-.4706219
1,.0704357,-.0816755,.0373047,.0515484,.0787901
1,.0678921,-.081051,.0382791,.0516219,.0747647
1,.0713092,-.0536373,.0370537,.0515713,.0812195
1,.0702613,-.0897147,.0382488,.0519481,.0793914
1,.0707405,-.0902289,.0368455,.051815,.0802463
1,.0683462,-.0882761,.0364654,.0515723,.075093
1,.0697931,-.0917158,.0364601,.0516269,.0777529
1,.0699738,-.0924298,.0360117,.0516285,.0782164
1,.0694783,-.0898605,.0365314,.0516743,.0777965
1,.070201,-.0735995,.036374,.0516048,.0784248
1,.0696971,-.0912361,.0364051,.051607,.0784447
1,.0699833,-.0918637,.0364646,.051638,.0785195
1,.0688061,-.0872636,.0367479,.051818,.0754553
1,.0695092,.0081477,.0363302,.0515446,.0775849
1,.0706122,-.0918786,.0361186,.0515735,.0794522
1,.0696088,-.091486,.0361994,.0516425,.0762996
1,.0681505,.0581582,.0364668,.0518241,.0733288
1,.0703164,-.0876924,.0391053,.0519051,.0788243
1,.0639902,-.085584,.0368944,.0512145,.0574703
1,.063684,-.0912002,.0379665,.0489815,.0700908
1,.0688175,-.0909405,.0386368,.0516683,.0782708
1,.07063,-.0914206,.0367366,.0519953,.0794363
1,.0677363,-.0893684,.0394351,.0519713,.0737129
1,.0730129,-.0819024,.0383975,.0518703,.0854435
1,.0740439,.0114714,.0396881,.0521744,.0862062
1,.0731922,.0918188,.0378194,.0521625,.0866967
1,.0690539,-.0910318,.0381871,.0519417,.0758156
1,.0698834,-.0901251,.0363288,.0515227,.0788539
1,.0723719,.8219048,.0403369,.0521081,.0804952
1,.0705977,.0613439,.0391443,.0518535,.0810679
1,.0688768,-.0907814,.0371533,.0517439,.0778353
1,.0712787,-.0918871,.0367199,.0517583,.0796144
1,.067836,-.0914542,.0373233,.0516559,.0715194
1,.0688223,-.0737872,.0385463,.0518741,.0753391
1,.0720808,-.0124851,.0375923,.0518807,.0792174
1,.0696497,.117542,.0371888,.0518209,.0778952
1,.0653301,-.0756846,.0381987,.0519765,.0774718
1,.0673215,-.0869746,.0368806,.0503572,.0771266
1,.0693158,-.0920111,.0361236,.0514546,.0789366
1,.0635619,.0205733,.0390276,.0509551,.069778
1,.0674867,-.0914998,.0364189,.0513241,.0738375
1,.0690389,-.0924033,.0363514,.0514779,.0769781
1,.0687527,-.0919496,.0363219,.0512564,.0760638
1,.0690322,-.0915389,.0363695,.0512086,.0758915
1,.0702792,-.0805546,.0373242,.051701,.0774783
1,.036688,-.0929051,.0325264,.0504379,.0441469
1,.0720746,-.0854162,.0372031,.0522888,.079612
1,.0669696,-.0779646,.0389082,.0516621,.0759631
1,.06904,-.0920325,.0372208,.0515623,.0754807
1,.071766,-.070396,.0384666,.0518341,.0834523
1,.0681952,-.0827733,.0389473,.0486095,.0740959
1,.0683257,-.0894938,.0367634,.0514498,.0753509
1,.0701452,-.0862309,.0369114,.0514771,.0797965
1,.0579291,-.092779,.0335935,.0512671,.065785
1,.0699224,-.0925114,.0361559,.0515601,.0781804
1,.0708428,-.0884735,.0364573,.0519236,.0783378
1,.0624975,-.085101,.0400939,.0439755,.0615019
1,.0652903,-.0896801,.0386598,.0517947,.0702087
1,.0703227,-.0803044,.0388622,.0519603,.0785769
1,.0661848,-.0865237,.0379352,.0517222,.0762395
1,.0669054,-.0912517,.0359363,.0511094,.0749467
1,.0704365,-.0914627,.0365248,.0516118,.081149
1,.0638171,-.0823988,.0388997,.0519635,.0719266
1,.071911,-.0778756,.0374134,.0521475,.0831627
1,.072632,-.0913512,.0362846,.0519518,.0833555
1,.0720689,.4566348,.0395497,.0521238,.0781951
1,.0696607,-.0888652,.0367462,.0515844,.0780774
1,.0699522,-.0920593,.0359125,.051613,.0788016
1,.0695921,-.0670426,.0367966,.0517085,.0775445
1,.0705263,-.0873648,.0365852,.0518559,.079453
1,.0714351,-.090239,.0359772,.0519209,.0815052
1,.0715609,-.0894479,.037066,.0517389,.0826033
1,.0651505,-.0899499,.0359132,.0455683,.0715386
1,.0659549,.0067926,.0388697,.0515445,.069418
1,.0725452,-.0912567,.0365351,.0465536,.0824147
1,.0716142,-.0879304,.0370625,.0519539,.0828444
1,.0676989,-.0842303,.037737,.051476,.075684
1,.0691177,-.0924118,.0362155,.0515208,.0768703
1,.0709644,-.0875453,.0382897,.0521242,.0808171
1,.0717213,-.0901082,.0394769,.0518096,.081452
1,.0714782,.0064531,.0367883,.0519683,.0830332
1,.0753085,-.0610235,.0403583,.0524976,.0896877
1,.0717333,-.0895436,.0380203,.0517904,.0831521
1,.0737503,-.0739977,.0387895,.0521505,.0867004
1,.0673207,.5986043,.039943,.051062,.0739981
1,.069123,-.0920751,.0385899,.0519274,.0761017
1,.0721499,-.0846468,.0370382,.0520055,.0839373
1,.068606,1.430249,.0383571,.0509949,.0745622
1,.0692954,-.0919633,.03639,.0515429,.0764509
1,.0675338,-.064821,.0388937,.0511269,.0747069
1,.066677,-.0907168,.0384797,.0518242,.0722894
1,.0664754,-.0919764,.0368891,.051686,.0712685
1,.0686521,-.0925565,.0363382,.0516751,.0748652
1,.0730439,-.0893196,.0382806,.052056,.0862773
1,.0723105,-.0897845,.0361433,.05191,.0829233
1,.07212,.1220681,.0378359,.0521541,.0835154
1,.0693042,.0528091,.0369427,.0524355,.07681
1,.0695886,-.0918883,.0362702,.0515539,.077745
1,.0701882,1.513699,.0394981,.051831,.0790302
1,.0710889,.1622218,.0376205,.0519582,.079781
1,.0691857,-.0925539,.0359719,.0516279,.0768496
1,.0725314,-.0802882,.0385887,.0519594,.0820755
1,.069572,-.0927109,.0358331,.0515614,.0775723
1,.0662155,-.0925785,.0364215,.0511717,.070438
1,.0668806,-.0923859,.0357766,.051091,.0703416
1,.0708279,-.0889017,.0376953,.0518052,.0776107
1,.069479,-.0873134,.036909,.0517178,.0773375
1,.0713097,-.0912069,.035881,.0518475,.0816473
1,.0690033,-.0212748,.0367765,.0515012,.0779993
1,.0701848,.145925,.0384168,.0518832,.0778758
1,.0522378,-.0883725,.0388447,.0536105,.0552436
1,.0609179,-.0920401,.0361814,.0516066,.0719771
1,.0698604,-.0925215,.0362054,.0517188,.0762348
1,.0691434,-.0914228,.0366524,.0516288,.0770427
1,.0682301,-.0896087,.0366337,.0514971,.0763413
1,.0724688,.207686,.0399393,.0525301,.0858532
1,.0710206,-.0880328,.0381439,.05197,.0814731
1,.0694085,-.0897768,.0378981,.051642,.0774826
1,.0642234,-.0807868,.0372106,.0515271,.0717801
1,.0591581,-.091541,.0360933,.0509746,.0548185
1,.0698638,-.0926947,.0362263,.0515291,.0787443
1,.0758869,.5622631,.0381426,.0518446,.0925916
1,.0580069,-.0470472,.037109,.0514432,.0768999
1,.0699546,-.0875448,.0384686,.0518171,.0783637
1,.0787653,-.0916435,.0373044,.0517235,.0743286
1,.0709945,-.0836336,.0367347,.0519454,.0786619
1,.0716262,-.0903935,.0386232,.0520145,.0818217
1,.0729543,-.0911201,.0365246,.0521547,.0843831
1,.0710052,-.0640262,.0371404,.0519475,.0779904
1,.0724143,.1218584,.0408055,.0522602,.0828388
1,.0680392,-.0910151,.0393294,.0512408,.0762781
1,.0739502,.0604176,.0387592,.0523341,.0871214
1,.0769996,-.0850379,.038343,.0511364,.0924781
1,.0730227,-.0901825,.0377685,.0517653,.0850492
1,.0648525,-.0826312,.0364249,.0513315,.0767982
1,.068191,-.0715802,.0374502,.0517348,.0745058
1,.0618103,-.0894302,.036625,.0493567,.0752289
1,.0709278,-.0909087,.036291,.0518726,.079829
1,.0699369,-.0920363,.0363582,.0519065,.0783424
1,.064892,-.048683,.0381719,.0518179,.0649649
1,.0686657,-.0884976,.0375302,.0521389,.0734895
1,.0704394,-.0855124,.0366952,.0520018,.0773529
1,.0682166,-.0920241,.0379465,.052199,.0800109
1,.0693733,-.0902291,.0376787,.0517451,.0772306
1,.0671429,-.0918668,.0393863,.0389015,.0741966
1,.0635963,-.0354783,.0395197,.0517626,.0644758
1,.069326,-.0917489,.0365181,.0516244,.0769079
1,.071596,-.0920664,.034549,.0519536,.0817739
1,.0689878,-.0880375,.0384916,.0518115,.0788367
1,.060631,-.0875586,.0382798,.0510493,.0717941
1,.0715508,-.0225886,.0384158,.0518059,.0800464
1,.0769188,.0131338,.0391868,.0495475,.0781073
1,.0698835,-.0917113,.0364166,.0508854,.084543
1,.0690007,-.0912534,.0381132,.047746,.0777547
1,.0708806,-.0912032,.0370433,.0529475,.0807463
1,.0699131,-.0919281,.0363452,.0515272,.0770216
1,.0683658,-.0925218,.0362291,.0515804,.0750636
1,-8.789266,-.0929351,-1.237916,-.4303868,-13.11294
1,.0736994,-.0875011,.0391559,.0497406,.0834047
1,.067845,-.0096594,.0373985,.0513739,.0711889
1,.0710552,-.0865761,.0365661,.0489643,.0869245
1,.069011,-.0907739,.0400712,.0517715,.0757582
1,.0665974,-.0904491,.0375802,.051896,.0701504
1,.0718969,-.0914762,.036735,.0516716,.0824023
1,.0690044,-.0893515,.0380562,.0521352,.0753978
1,.0702743,-.0853904,.0367285,.0520047,.0785315
1,.071075,-.0913567,.0365202,.0520499,.0818886
1,.0679899,-.0916838,.0376474,.0510354,.0754878
1,.0280577,-.0826132,.036197,.0473811,.0555256
1,.0694734,-.0892009,.039039,.0513895,.076335
1,.0669324,.3370409,.0402987,.0511611,.0698521
1,-.2298086,-.0910774,.0246568,-.017018,-.3813899
1,.0693847,-.0918685,.0363462,.0516676,.0774831
1,.0705161,-.0910661,.0366651,.0512653,.0808546
1,.0679324,-.0920821,.0374482,.0515633,.077109
1,-12.64295,-.0928471,-.0358261,-.3154641,-18.80723
1,.0446214,-.080258,.0394593,.0478154,.0382401
1,.0727633,.6134043,.0386146,.0522436,.084518
1,.0725866,-.0782205,.0388879,.052022,.0833758
1,.0637748,-.0904472,.0384609,.0515256,.0775277
1,.0656916,-.0269254,.0411509,.0502614,.0714607
1,.0691551,-.0907046,.0366236,.0519368,.078493
1,.0705512,-.0777717,.0394384,.0518678,.0780705
1,.055473,.058265,.0375026,.0454887,.0597905
1,.0693546,-.0885943,.0372898,.0516763,.0790705
1,.0720973,-.0925938,.0363124,.0521701,.0743144
1,.0682759,-.0912937,.0365558,.0509226,.0796962
1,.0721902,-.0915226,.0362539,.052113,.0811961
1,.0689764,-.0901138,.0416946,.0510126,.072316
1,.066603,-.0913956,.0357577,.0515417,.0728707
1,-5.509578,-.0929372,-.4314708,-3.026817,-1.128599
1,.0692111,-.0889236,.0404119,.0503696,.0749542
1,.0656177,-.0873278,.0373323,.0514121,.0738943
1,.0820251,-.0808759,.0408808,.0508872,.0907917
1,.0004062,-.0908199,.0397954,.0408803,-.0280142
1,.0718845,-.0863385,.037333,.052003,.0855927
1,.0570612,-.0904809,.0377128,.0107474,.0597727
1,.0743768,-.0174999,.0381423,.0521364,.0889051
1,.0699704,-.0900513,.036669,.0516814,.0757263
1,.0705821,-.0798719,.0397164,.0517155,.0743823
1,.0700257,-.088895,.0381156,.0507942,.0769468
1,.0393912,-.0877334,.0349146,.0485541,.0340234
1,.0696683,-.09116,.0364559,.0516488,.0777124
1,-.8616677,-.0927864,.0047463,-.2122756,-1.124355
1,.0752268,-.0926552,.0356961,.0515071,.0843458
1,.0707011,-.0924272,.0357993,.0519674,.0779447
1,.060356,-.0897082,.0373862,.0421706,.0709185
1,.0718984,-.0836669,.037008,.0518603,.0838564
1,.0712603,-.0852579,.0400752,.0483481,.0749753
1,.0690665,-.0448326,.0381524,.0518382,.0776405
1,-.2347832,-.092929,-.1569599,-1.053794,-.3937734
1,.0717615,-.092107,.0362347,.0516488,.082059
1,.0725308,-.0881803,.0381068,.0522631,.082752
1,.0688726,-.0888589,.0366488,.0501758,.0770798
1,.0698097,-.0924476,.035647,.0508975,.0783137
1,.0633969,-.0823072,.0389853,.051722,.0756813
1,.010363,-.09294,-.0427643,.0273841,.0239868
1,.0663983,-.0899855,.0390273,.0517756,.0754824
1,.0684192,-.0926742,.0353257,.0496584,.0759394
1,.069402,-.0906207,.03687,.0514986,.0771481
1,.0700246,-.0872291,.0386176,.0514454,.0871046
1,.073093,-.0309878,.0372862,.0517816,.0833421
1,.0685019,-.0877006,.0372327,.051771,.0744245
1,.0706097,-.0879178,.0369209,.0512059,.0821718
1,.0630452,-.0781996,.0372181,.0513657,.0744757
1,.0668175,-.092596,.0360819,.0519181,.0783849
1,.0696816,.0106607,.0382796,.0515811,.0783569
1,.0672928,-.0862834,.0375377,.0515657,.0692668
1,.0696564,-.0903393,.0369671,.0518452,.0784395
1,.0694645,-.0913247,.0375869,.0521242,.0786635
1,.0692102,-.0892034,.0372834,.0517046,.0785598
1,.0673947,-.0826364,.0379549,.0517216,.0771904
1,.0698317,-.0924989,.0363226,.0515362,.0770695
1,.069131,-.0727641,.0405622,.0517385,.0733483
1,.0560665,-.0922265,.0356267,.0493375,.0556347
1,-.2162119,-.0927803,-.0004239,-.0694118,-.3529226
1,.076562,-.0796411,.0369162,.051603,.0920407
1,.0729818,1.0505,.0383384,.0520575,.0844958
1,.0701018,-.076288,.0387776,.0519039,.0774728
1,.051748,-.0901493,.0368568,.0492381,.0607232
1,.0709183,-.087138,.0395907,.0520537,.0816219
1,.0706884,-.0914896,.0361106,.0519434,.0788755
1,.0686904,-.0847498,.0376626,.0515195,.07765
1,.0629793,-.0918148,.0369252,.0518784,.0691428
1,.0707592,-.0884749,.0369337,.051626,.0797511
1,.0712146,-.0924352,.0359626,.0515122,.0813433
1,.0702008,4.157008,.0368488,.0518684,.0781842
1,.0684231,-.0595694,.038294,.05169,.0753804
1,.0613637,-.0912523,.0379102,.051256,.0645488
1,.0695379,-.0923744,.0361692,.0515321,.077875
1,.0693339,-.0842576,.0364239,.0515565,.076559
1,.0699345,-.0923726,.0361717,.0515647,.0781232
1,.065881,-.0920336,.0366269,.0514868,.0751481
1,.0693713,-.0927116,.035444,.0511417,.0776778
1,.071031,-.0847064,.037066,.0517818,.0799378
1,.0691547,-.0922381,.0361933,.051526,.0769154
1,.0709771,-.0908765,.0374566,.0519204,.0808843
1,.070628,-.0916496,.0364619,.0518035,.0805707
1,.0704276,-.0811945,.0374807,.0522112,.0796145
1,.3907187,-.0929363,-.618071,-2.443726,-.1482748
1,.0711814,-.0899429,.0373278,.0517101,.0808302
1,.0658802,-.0894817,.0370463,.0513914,.0730146
1,.0695964,-.0911391,.0367888,.0515974,.0770248
1,.073301,.0562776,.0375706,.0512035,.0915971
1,.046014,-.0884419,.0392567,.041358,.0412931
1,.0693813,-.088664,.036136,.0517678,.0763108
1,.0701218,-.088432,.0375381,.0516925,.0790369
1,.0288348,-.0912783,.0399277,.0426526,.0197575
1,.062942,-.0757313,.0374945,.0513868,.0736733
1,.0697049,-.0875593,.0384738,.0509446,.0742843
1,.0629836,-.0907484,.037787,.0493539,.0702403
1,.0688867,-.0921156,.0365036,.0515727,.0753684
1,.0690831,-.0906223,.0375936,.0519317,.0778707
1,.0556292,-.0760348,.0384709,.0449691,.0582628
1,-.4546566,-.0929366,-.6417322,-.4387108,-.3859798
1,.0468241,-.0917036,.0378711,.0519395,.0447497
1,.0709956,-.0925313,.0358122,.0510392,.0768473
1,.0688129,.0128494,.0380647,.0509195,.0752761
1,.0702793,-.0899481,.036279,.0516332,.0779857
1,-.0840596,-.092822,.026141,-.038231,-.1510543
1,.0686765,.0344844,.0397104,.0515824,.0749449
1,.0646916,-.0922693,.0362443,.0518116,.0638104
1,.0705328,-.0830754,.0392666,.0523975,.0789498
1,-.0827415,-.092714,.0307069,.0427878,-.1538285
1,.0735992,-.0922201,.0363125,.0521682,.0876879
1,.072227,-.0922614,.0371895,.0519248,.0789931
1,.0675652,-.0635226,.0415912,.052054,.0708631
1,.0725078,-.0727646,.0390777,.0520591,.0832156
1,.0683023,-.0917819,.0379752,.0513179,.0746878
1,.0666248,-.0817468,.0371331,.0515928,.0682491
1,.0703342,-.0780178,.0385208,.0517977,.0785681
1,.0793487,-.0926925,.0352544,.0498535,.0972096
1,.0692379,.006168,.0364738,.051688,.0746002
1,.067031,-.0730671,.0364944,.0517463,.0796723
1,.0734134,-.0919107,.0374774,.0520832,.0860249
1,.0722307,-.0638774,.0364181,.052539,.0843007
1,.0094311,-.0927801,.0325559,.0428795,-.0025284
1,-.0535697,-.0929088,-.0626514,-.0231959,-.0900543
1,.054186,-.0750867,.0371135,.0470448,.0515438
1,.0659598,-.0781367,.0370156,.0518988,.0741816
1,.0684783,-.0885332,.0372373,.0508281,.079043
1,.0709489,-.075556,.037265,.0519662,.0804265
1,11.20621,-.0929391,-1.958367,-4.003269,2.593126
1,.0695532,-.0923794,.0364897,.0515869,.0771906
1,.0697115,-.0916242,.0367484,.0517082,.0779356
1,.0672269,-.0903999,.0391567,.0511273,.0719035
1,.0691772,-.0877251,.0370245,.0519067,.0780968
1,.0572901,-.0859232,.0366659,.0498621,.0755859
1,.0686707,-.08226,.0399821,.0519521,.0774882
1,.0716257,-.081429,.0368337,.0520222,.0823372
1,.0698182,-.0878973,.0373565,.0517975,.0778579
1,-.0943894,-.0928355,.0133194,-.031894,-.0964473
1,.0695777,-.0441178,.0364592,.0517275,.0774043
1,.0683872,.0603958,.0378463,.0522052,.0789174
1,.0704496,-.0907096,.036864,.0519162,.078376
1,.0710433,-.0751993,.0405892,.0520932,.077369
1,.069601,-.0914359,.0362238,.0517661,.0780467
1,.063545,-.0927678,.0339203,.0250411,.0688177
1,.0703668,-.0816756,.038088,.0515759,.081099
1,.0672312,-.0928158,.0361593,.0498092,.0708871
1,.0708016,-.0694617,.0381749,.051327,.0831068
1,.0745906,-.0660292,.0379582,.0514673,.0750753
1,.0698629,-.0769712,.0366102,.0520438,.0754775
1,.0582741,-.0541566,.0353123,.0326277,.0641925
1,.0719679,-.0919392,.0367968,.0518996,.0782581
1,.0692077,4.831676,.039176,.0518015,.0752036
1,.0694109,-.0927867,.0359923,.0515175,.0774596
1,.0726753,-.0885363,.03864,.0518155,.0834724
1,.0697416,-.0902914,.0374618,.0517571,.0798046
1,.0707944,-.092126,.0360657,.0519119,.0799324
1,.0702449,.0590599,.0386639,.0520551,.0785982
1,.0675582,-.092244,.0367784,.051616,.0738462
1,.0694479,-.0918937,.0365094,.051524,.0789415
1,.0678827,-.0917747,.0368839,.0515317,.0753275
1,.0698022,-.0905377,.0370754,.0515528,.0758936
1,.0456391,-.0149389,.0417917,.0490832,.0542294
1,.0718008,-.0862026,.0399747,.0522436,.0800145
1,.0725654,-.090711,.0372494,.0516826,.0837658
1,.0695525,-.0899078,.0367007,.0505773,.0760386
1,.0692722,-.091951,.0365337,.0518002,.0769916
1,.0686792,-.0918808,.037559,.0516421,.0759827
1,.0740525,-.0919682,.0368204,.0516268,.0906556
1,.069325,-.0920631,.036305,.0516481,.0783715
1,.0627446,-.0920198,.0371182,.0521969,.067783
1,.0730047,-.083271,.0390666,.0522122,.0802969
1,.0695888,-.0726334,.0369307,.0517259,.0783865
1,.0745371,-.0914074,.035703,.0490371,.086844
1,.0699019,-.0831222,.0389679,.0516519,.0771962
1,.0707698,-.0854644,.0370388,.05187,.0784258
1,-.1283375,-.0928792,.0287572,-.00917,-.1404041
1,.0688045,-.0921766,.0369549,.0518684,.074184
1,.0538387,-.0928751,.0358918,.046078,.0652349
1,.0707525,.9963079,.039846,.0519391,.0806087
1,.0658695,-.089075,.0382882,.0514166,.064266
1,.067003,-.0923219,.0349944,.0511321,.0832603
1,.0560943,-.0929008,.0324247,.0337495,.0546997
1,-.0251545,-.0886256,.0196924,-.0579829,-.0655866
1,.0696857,-.0913907,.037558,.0515678,.0771538
1,.0605244,-.0924261,.0365419,.0499264,.0598381
1,.0688984,-.0876936,.0377202,.0517325,.0754544
1,.0718398,-.0916708,.0349575,.0514726,.0820379
1,.0326031,-.0929156,.0117043,.0055588,.0276658
1,.0716316,-.0907559,.0374367,.0516033,.0837098
1,.070386,-.0919737,.0369786,.0515886,.0793615
1,.0691769,-.0907836,.0362939,.0511724,.0739068
1,.0452486,-.092872,.0299585,.0496818,-.0039536
1,.0705867,-.0919389,.0370256,.0509662,.0770326
1,.0698748,-.0877606,.0372951,.0516252,.0739901
1,.074241,-.0892488,.0390374,.0520476,.0870692
1,.0671697,-.0920161,.0358178,.0515597,.0800596
1,.0790998,-.0923996,.0361955,.0514435,.0799995
1,.0727334,-.090217,.0372978,.0515078,.082376
1,.0557937,-.091424,.0364873,.0504936,.05339
1,.062763,.0786144,.0386194,.0520846,.0704631
1,.0697896,-.0860283,.0364258,.0512962,.0766037
1,.068468,-.0860473,.0380867,.0514352,.0748311
1,.0684453,-.0916004,.0389744,.0518809,.0762543
1,.0699703,-.0925089,.0359641,.0522448,.0756253
1,.0667861,-.0902714,.0386377,.0511517,.0744047
1,.0694872,-.085869,.0377135,.0511891,.0752799
1,.0669347,-.0912834,.0369317,.0519448,.0802905
1,.0660297,-.0916472,.0368128,.0514719,.0752658
1,.0706092,-.0779065,.0382363,.051699,.0780285
1,.068854,-.0736534,.0367289,.0509828,.0738251
1,.0671327,-.0907473,.0374235,.0519685,.0745049
1,.0702134,-.0908022,.0376129,.0519262,.0787947
1,.0671115,-.0483241,.0359819,.0512115,.0761919
1,.0696555,-.05807,.0370652,.0522093,.0743789
1,.0728256,-.0830875,.0389542,.0517416,.0837684
1,.0676898,-.0774636,.0362105,.0517505,.076658
1,.0700161,.0922499,.0374152,.0515233,.0774828
1,.0644497,-.0916152,.0366357,.0518557,.0645986
1,.0680184,-.0838576,.0363225,.0514148,.0708959
1,.0711443,-.0843403,.0380356,.0519053,.0798855
1,.0702453,.5544442,.0369407,.0514169,.0769693
1,.039402,-.0927083,.0345576,.0501829,.0460771
1,.0682853,-.0928639,.0349367,.0516655,.073975
1,.0725227,-.0515887,.0385581,.0519993,.0836837
1,.0510911,-.0864829,.0370076,.0509932,.0779116
1,.0695897,-.0913535,.0361154,.0512933,.0778404
1,.0339184,-.0909653,.0400694,.0296114,.052809
1,.0626748,-.0883307,.0397532,.0488719,.0671475
1,-2.872506,-.092916,-.6741868,-.8279092,-3.247402
1,.0791689,-.0895365,.0391634,.0520302,.0932972
1,.0082999,-.0920443,.0316366,.0012625,-.0344723
1,.0704462,-.0874577,.0383913,.0519557,.07817
1,.0734263,-.0903793,.0381638,.0528065,.0863566
1,.0765632,.3138017,.0392334,.0523187,.0934895
1,-.3342014,-.0929311,-.8528735,-.5388497,-.6675923
1,.0698149,-.0923107,.0365925,.0518017,.0751402
1,.0223825,-.0929192,.0232954,.0423376,.0398869
1,.0722653,-.0887825,.0378528,.0521154,.0823286
1,.0721819,-.072004,.0370963,.0517286,.0822987
1,.0719455,-.0356952,.0366153,.051843,.0817513
1,.0709269,-.0921076,.0369316,.0519854,.0787916
1,.0734053,-.0843446,.0369881,.0521932,.0864802
1,.0692628,.1062549,.0385403,.0520923,.075445
1,.0704774,-.0904433,.0370566,.0510359,.0848915
1,.0582285,-.0925992,.0360604,.0507386,.0588403
1,.0700217,-.0597752,.0397,.0517421,.0762594
1,.0611881,-.0925573,.0356424,.0499434,.0644031
1,.0708764,-.0358545,.0385072,.0514844,.0835808
1,.0624473,-.0898462,.0392784,.0517726,.0622611
1,.0600263,-.0905448,.0384393,.0511922,.0513237
1,.0701366,.4051582,.0382132,.0518169,.0778782
1,.0845252,.0583661,.0397584,.0485527,.0973562
1,.0543971,-.0929289,.0309039,.0171472,.0375339
1,.0733654,7.847688,.0397813,.0522321,.0851422
1,.0701632,1.190446,.0403585,.0517402,.0767659
1,.0709238,-.0911404,.0372712,.05185,.079546
1,.0589941,-.0912696,.0369122,.0470533,.0603061
1,.064783,1.831988,.0378719,.0524007,.0732169
1,.0694275,-.0912541,.0371614,.0515735,.077404
1,.0696878,-.0916668,.0359732,.0515003,.0779393
1,.0021493,-.0929336,.0011397,.0202045,.0068601
1,.0641163,.9859364,.0402125,.0515746,.0716717
1,.0343279,-.0925883,.0275803,.0157176,.0189845
1,.0465408,-.0929037,.0331925,.0474164,.0467588
1,.0714093,-.0893602,.0369472,.0510753,.0803724
1,.0696246,-.0831032,.0380085,.051888,.0788655
1,-.5650671,-.0928873,.0077127,-.4247455,-.8507952
1,.0692793,-.0800141,.0370096,.0515328,.0791889
1,.0630351,-.091156,.0360967,.0474578,.0691817
1,.0731729,.6336344,.0409392,.0522711,.0857428
1,.0741105,-.0437722,.0362445,.0514779,.0893536
1,.0617987,-.0924719,.0358983,.0507903,.0722401
1,.0643578,-.0081602,.0375324,.0515771,.0653242
1,1.523408,-.09287,.0115435,.0135956,.008023
1,.0744567,-.0913197,.037652,.0517037,.084539
1,.0636428,-.0924879,.035764,.0501715,.0739134
1,.0719812,-.0852185,.0386286,.0519754,.0837499
1,.0792243,-.0480982,.0413739,.0502722,.0709038
1,.0689368,-.0906847,.0387697,.0513628,.0784625
1,.0735625,-.0892436,.0379221,.0515889,.070866
1,.0773236,-.0822687,.0390783,.052315,.0923312
1,.0753673,-.0919297,.0374231,.0526375,.0891966
1,.0779666,-.0681977,.0404563,.0501321,.0831145
1,.0692476,-.0915099,.0367948,.0514089,.0794316
1,.0653869,-.0906368,.0359167,.051237,.0675225
1,.0710817,-.0830554,.0373508,.0517121,.0822001
1,.0689512,-.0903803,.0365986,.0515175,.0777268
1,.0649943,-.0908117,.0396422,.0506575,.0705664
1,.0803578,.8199944,.0406338,.0524107,.1030029
1,.0535513,-.0798501,.0399332,.04991,.0525802
1,.07189,-.0793507,.0368006,.0520156,.0833792
1,.0703557,.2279189,.0375246,.0519053,.0790511
1,.0705059,-.0922869,.0373647,.051423,.0806368
1,.0753024,-.0837549,.0380394,.0519619,.0792389
1,.0690253,-.0710753,.0360906,.051667,.0797863
1,.0712687,-.0861263,.0410487,.0522785,.0820274
1,.0748148,-.0840309,.0395431,.0519237,.0882204
1,.0705178,-.0917289,.0389218,.0505413,.0795561
1,.073651,-.0526221,.0378121,.0516165,.0862668
1,-.0148298,-.0927933,.0334298,.031578,.0407884
